Tyler TX,95.3,93,95.8,94,96.3,90.7,96.6,0,1.049317943,0,0
Waco TX,88.7,80.9,84.4,89.3,100.3,95.1,90.5,0,1.127395716,0,0
Wichita Falls TX,89.9,88.3,81.4,87.2,94.2,99.4,96.1,0,1.112347052,0,0
Cedar City UT,88.8,98.4,75.7,86.7,96.5,88.3,93.9,40362,1.126126126,0.760886778,0.856854479
Provo-Orem UT,91.4,99.3,84.2,85.2,96.3,92.6,94.3,0,1.094091904,0,0
St. George UT,92.8,97.1,90.4,87.6,95.1,91.3,94.1,0,1.077586207,0,0
Salt Lake City UT,94.1,96.8,90.8,94,101.5,94.8,93,45862,1.062699256,0.864570373,0.918778292
Burlington-Chittenden County VT,118.7,106.1,142.7,123.1,109.1,107.4,107,42677,0.842459983,0.804528145,0.677782768
Blacksburg VA,97.4,92.2,90.3,108.3,96.8,102.5,101.9,29271,1.026694045,0.551804095,0.566533978
Charlottesville VA,103.8,99.1,111.1,90.5,99,98.8,106.2,44601,0.963391137,0.840798552,0.810017873
Danville City VA,94.9,98.5,83.9,112.6,95,94,97.5,32173,1.05374078,0.60651133,0.639105722
Harrisonburg VA,98.3,97.9,101.8,102.2,88.2,100.6,97.7,38807,1.017293998,0.731572597,0.744224412
Lynchburg VA,92.4,93.2,84.6,109,85.6,95,95.8,39391,1.082251082,0.74258191,0.803660076
Martinsville-Henry County VA,84.4,94.5,74.6,83.5,76.6,91.1,90.8,27746,1.184834123,0.523055461,0.619733959
Richmond VA,99.1,100.2,88.2,107.9,96.6,104.1,105.7,40496,1.009081736,0.763412887,0.770346001
Roanoke VA,91.2,91,89.3,98.9,91.3,96.7,89.7,38145,1.096491228,0.719092863,0.788479016
Staunton-Augusta County VA,93.1,94.4,89.8,101.5,90.9,94.5,93.5,0,1.074113856,0,0
Hampton Roads-SE Virginia VA,100.5,95.8,92.5,107.9,97.3,107.8,107.4,39982,0.995024876,0.753723184,0.749973317
Winchester VA,101.6,100.1,98,103.3,89.9,102.3,109.4,44731,0.984251969,0.843249255,0.82996974
Lexington-Buena Vista-Rockbridge VA,92.3,94.7,91.8,101.5,93,87,89.1,48550,1.083423619,0.915243374,0.991596288
Bellingham WA,109.5,102.9,128.9,74.5,110,110.7,106.3,0,0.913242009,0,0
Kennewick-Richland-Pasco WA,94.9,95.1,100.5,89.2,97,106.8,89.4,0,1.05374078,0,0
Moses Lake WA,92.8,96.7,83.6,73.7,101,119.7,98.6,0,1.077586207,0,0
Mount Vernon-Skagit County WA,106.4,109.6,108,85.2,111.2,114.2,107.6,0,0.939849624,0,0
Olympia WA,100.9,102.4,98.8,83.7,111.4,122.1,100.7,51902,0.991080278,0.978433812,0.969706454
Vancouver WA,102.6,96.6,97.1,92.8,108.6,108.4,110.2,0,0.974658869,0,0
Everett WA,107.2,102.5,125.4,88.4,106.4,122.7,97.3,0,0.932835821,0,0
Seattle WA,126.5,111.4,164.8,98.5,118,116.5,113.2,65277,0.790513834,1.230573465,0.972785347
Spokane WA,95.4,91.6,87.5,79,103.1,111.8,104.1,0,1.048218029,0,0
Tacoma WA,104.5,99.8,95.3,102.3,107.7,111.1,113.2,50503,0.956937799,0.952060476,0.911062656
Yakima WA,95.4,99.3,90.8,82.7,107.2,111,95,0,1.048218029,0,0
Martinsburg-Berkeley County WV,90.4,93.8,76,92.4,105.1,95.3,94.7,0,1.10619469,0,0
Morgantown WV,103,97,112.4,93.9,97.9,98.2,102.8,29328,0.970873786,0.552878634,0.536775372
Eau Claire WI,93.1,98.7,78.8,90,101,110,98.8,0,1.074113856,0,0
Fond du Lac WI,94.4,101.5,79,98.1,100.4,108.1,99.5,0,1.059322034,0,0
Green Bay WI,93.2,92.4,80.2,104.4,98.2,105.5,97.9,42427,1.072961373,0.799815255,0.858170874
Janesville WI,95.6,97.8,86.1,111.9,98.8,109.6,94.5,0,1.046025105,0,0
Madison WI,106.7,102.9,114.1,100.7,106,115.4,102.8,0,0.937207123,0,0
Milwaukee-Waukesha WI,101.9,101.5,103.5,113,98.7,116,96.2,35467,0.981354269,0.668608378,0.656141686
Marshfield WI,96.2,95.4,87.6,93.5,106.5,108.8,99.3,42448,1.03950104,0.800211138,0.831820309
Cheyenne WY,94.5,103.2,89.6,100.3,92.7,95.7,93.7,52848,1.058201058,0.996267391,1.054251207
Laramie WY,93.3,97.8,94.6,99.2,90.5,98.6,88.7,37657,1.071811361,0.7098933,0.760871704
